Id,Edit status,Owner,Group type,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Article Title,Content Type,Keywords,Included in phase 1?,Included in phase 2,Help docs scope (needs further discussion),Changes to existing doc (if applicable),Document change type,Existing content link (if applicable),Content dimensions,Group description (if applicable),Doc description (if applicable),User research validation,Primary targetted personas
429,Third review,Robert Nicolo,Main content,Build,Manage access,Step up authentication based on access request using ACR,,,,Step up authentication based on access request using ACR,How-to: developer focused,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",Update title,Existing doc: changes needed,- Step-up authentication using ACR values: https://developer.okta.com/docs/guides/step-up-authentication/main/,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
453,Third review,Robert Nicolo,Main content,Build,Manage access,Manage access to Org objects with role assignments,,,,Manage access to Org objects with role assignments,How-to: developer focused,,"""No, new content can be created at later phase.""",TBD,"No, targetted towards developers","See the ""Existing content link) field for more details.",New doc - new content,"Create a Developer How-to guide that describes the API calls to perform updates to groups and users with roles and permissions. The impetus of this new guide is the guide below.
- Role assignment: https://developer.okta.com/docs/concepts/role-assignment/

Note the majority of this guide is located under the reference section since it mainly lists the possible values for the roles and permissions.",No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
34,Third review,Robert Nicolo,Main content,Build,Manage user accounts,,,,,Manage user accounts,Dynamic Index,,"""Yes, content defined as a dynamic index""",TBD,"No, it's ""glue"" documentation not related to the product help docs",,New doc - new content,,No doc dimension,"Manage user content discusses:
- User CRUD
- ...

Manage user accounts section includes user/identity CRUDS:

Create
Read
Update
Delete
Synchronize",,- Internal workshop session: Session 2 - Team 1 chose the User Management group,"WIC App Developer,Experienced IAM developer"
231,Third review,Robert Nicolo,Main content,Build,Manage user accounts,Get user information with an ID Token,,,,Get user information with an ID Token,How-to: developer focused,,"""No, new content can be created at later phase.""",TBD,"No, targetted towards developers","See the ""Existing content link) field for more details.",New doc - new content,"Create a doc that describes how to get user info. Extract how the get user info section from here: 
- Refresh the access and ID tokens: https://developer.okta.com/docs/guides/oie-embedded-common-refresh-tokens/android/main/ ",Language,,,,"WIC App Developer,Experienced IAM developer"
39,Third review,Robert Nicolo,Main content,Build,Manage user accounts,User driven account management,,,,User driven account management,Dynamic Index,,"""Yes, content defined as a dynamic index""",TBD,"No, it's ""glue"" documentation not related to the product help docs",,New doc - new content,,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
187,Third review,Robert Nicolo,Main content,Build,Manage user accounts,User driven account management,Allow user to update their profile using the MyAccountAPI,,,Allow user to update their profile using the MyAccountAPI,How-to: developer focused,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",Update title,Existing doc: changes needed,- Configure user-scoped account management: https://developer.okta.com/docs/guides/configure-user-scoped-account-management/main/,No doc dimension,"Title change: Whats the ""How do I"" question what the developer is asking? They are attempting to solve something. It's a task. It's a how do I? Anything that will take them through something.



This doc has API Reference content that needs to be moved

",,,"WIC App Developer,Experienced IAM developer"
256,Third review,Robert Nicolo,Main content,Build,Manage user accounts,User driven account management,Allow user to change their primary email address,,,Allow user to change their primary email address,Integration guide,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",Update title,Existing doc: changes needed,- Change your primary email address: https://developer.okta.com/docs/guides/pwd-optional-change-email/aspnet/main/,Language,,,,"WIC App Developer,Experienced IAM developer"
358,Third review,Robert Nicolo,Main content,Build,Manage user accounts,Manage a user's life cycle,,,,Manage a user's life cycle,Dynamic Index,,"""Yes, content defined as a dynamic index""",TBD,"No, it's ""glue"" documentation not related to the product help docs",,New doc - new content,,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
474,Third review,Robert Nicolo,Main content,Build,Manage user accounts,Manage a user's life cycle,SCIM,,,SCIM,Dynamic Index,,"""Yes, content defined as a dynamic index""",TBD,"No, it's ""glue"" documentation not related to the product help docs",,New doc - new content,,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
473,Third review,Robert Nicolo,Main content,Build,Manage user accounts,Manage a user's life cycle,SCIM,SCIM Overview,,SCIM Overview,Conceptual overview,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",,Existing doc: no changes identified,"- SCIM: https://developer.okta.com/docs/concepts/scim/
",No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
356,Third review,Robert Nicolo,Main content,Build,Manage user accounts,Manage a user's life cycle,SCIM,Differences between v1 and v2,,Differences between v1 and v2,Explanation,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",Title change and proof read content,Existing doc: changes needed,- SCIM Protocol: https://developer.okta.com/docs/reference/scim/,No doc dimension,Overview of a SCIM application,,"- In the Oktane GroupIt user research ""SCIM Application was placed under the most in two groups:
    - Manage Users
    - User Lifecycle Management
- The placement of SCIM under the current structure reflects the research
- In the internal research, employees answered ""What are developers building"" with ""SCIM"" several times.","WIC App Developer,Experienced IAM developer"
397,Third review,Robert Nicolo,Main content,Build,Manage user accounts,Manage a user's life cycle,SCIM,Build a SCIM v2 app,,Build a SCIM v2 app,How-to: developer focused,,"""Yes, but for phase 1 keep changes to existing doc as minimal as possible""",TBD,"No, targetted towards developers","- Update this doc to be more of a clear ""How-to"" on how to create a v2 SCIM app with all the required endpoints
- Pull content from the existing guide that would make a how-to for developers. All reference-style content belongs in the reference section.
- cc @Dan Maharry We will need to make two guides out of this guide.",Existing doc: changes needed,- Okta and SCIM Version 2.0: https://developer.okta.com/docs/reference/scim/scim-20/,No doc dimension,,"
",SCIM and Okta's SCIM support explained,"WIC App Developer,Experienced IAM developer"
399,Third review,Robert Nicolo,Main content,Build,Manage user accounts,Manage a user's life cycle,SCIM,Build a SCIM v1 app,,Build a SCIM v1 app,How-to: developer focused,,"""Yes, but for phase 1 keep changes to existing doc as minimal as possible""",TBD,"No, targetted towards developers","- Update this doc to be more of a clear ""How-to"" on how to create a v1 SCIM app with all the required endpoints
- Pull content from the existing guide that would make a how-to for developers. All reference-style content belongs in the reference section.
- cc @Dan Maharry We will need to make two guides out of this guide.",Existing doc: changes needed,- Okta and SCIM Version 1.1: https://developer.okta.com/docs/reference/scim/scim-11/,No doc dimension,,"
",,"WIC App Developer,Experienced IAM developer"
398,Third review,Robert Nicolo,Main content,Build,Manage user accounts,Manage a user's life cycle,SCIM,Build a SCIM v2 app with entitlements,,Build a SCIM v2 app with entitlements,How-to: developer focused,,"""Yes, but for phase 1 keep changes to existing doc as minimal as possible""",TBD,"No, targetted towards developers","- Update this doc to be more of a clear ""How-to""
Changes: 
- There is a lot of code in this guide without much explanation. We need to add more explanation of what the code is doing.
- Pull content from the existing guide that would make a how-to for developers. All reference-style content belongs in the reference section.
- cc @Dan Maharry We will need to make two guides out of this guide.",Existing doc: changes needed,- Build a SCIM 2.0 server with entitlements: https://developer.okta.com/docs/guides/scim-with-entitlements/main/,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
408,Third review,Robert Nicolo,Main content,Build,Manage user accounts,Manage a user's life cycle,SCIM,Prepare your SCIM app,,Prepare SCIM app,How-to: developer focused,,"""Yes, since it's a new doc pulling from existing content""",TBD,"No, targetted towards developers",See existing content field for more details.,New doc with new content but also pulling from existing content,"'- Create a new doc from these two docs below.
- Prepare your SCIM API service (Test your SCIM API section) https://developer.okta.com/docs/guides/scim-provisioning-integration-prepare/main/ - Only add content that is not OIN specific and only the preparation section only
- Test your Okta SCIM integration: https://developer.okta.com/docs/guides/scim-provisioning-integration-test/main/",No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
